Rank,EntryId,EntryName,TimeRemaining,Points,Lineup,,Player,Roster Position,%Drafted,FPTS
1,3315465800,chicagoputz,0,470.5,G Will Zalatoris G Cameron Young G Collin Morikawa G Sungjae Im G Sahith Theegala G Stewart Cink,,Max Homa,G,33.33%,68.5
2,3315395570,American-Dream,0,465.5,G Justin Thomas G Collin Morikawa G Joohyung Kim G Max Homa G Corey Conners G Taylor Pendrith,,Collin Morikawa,G,27.78%,102.5
3,3315464306,jabella72,0,464,G Tony Finau G Collin Morikawa G Sungjae Im G Max Homa G Russell Henley G Sahith Theegala,,Joohyung Kim,G,27.78%,81.5
4,3317640869,darksidefan,0,455,G Cameron Smith G Cameron Young G Max Homa G Corey Conners G Sahith Theegala G J.T. Poston,,Sungjae Im,G,27.78%,81.5
5,3316531336,belikemike247,0,451,G Viktor Hovland G Collin Morikawa G Sungjae Im G Joohyung Kim G Max Homa G Russell Henley,,Sahith Theegala,G,27.78%,79.5
6,3316098336,andcohen2525,0,449,G Matt Fitzpatrick G Will Zalatoris G Viktor Hovland G Joohyung Kim G Adam Hadwin G Chesson Hadley,,Viktor Hovland,G,27.78%,82.5
7,3316196383,hupfdaddy,0,447,G Viktor Hovland G Shane Lowry G Collin Morikawa G Billy Horschel G Joaquin Niemann G Mito Pereira,,Will Zalatoris,G,22.22%,122
8,3317494474,jakinnamon1221,0,444.5,G Matt Fitzpatrick G Will Zalatoris G Shane Lowry G Corey Conners G Davis Riley G Adam Long,,Corey Conners,G,16.67%,71
9,3316043145,jimm743,0,409.5,G Cameron Smith G Viktor Hovland G Sam Burns G Max Homa G Keith Mitchell G Patrick Rodgers,,Taylor Pendrith,G,16.67%,60.5
10,3317948915,mlewicki,0,409,G Justin Thomas G Cameron Young G Joohyung Kim G Aaron Wise G Christiaan Bezuidenhout G Jason Day,,Rory McIlroy,G,16.67%,31
11,3317755454,boyewsky,0,400,G Patrick Cantlay G Tony Finau G Sungjae Im G Taylor Pendrith G Emiliano Grillo G Matt Kuchar,,Scottie Scheffler,G,16.67%,32
12,3317559873,rhup,0,397.5,G Will Zalatoris G Jordan Spieth G Sam Burns G Sungjae Im G Scott Stallings G Sebastian Munoz,,Sam Burns,G,16.67%,73
13,3316578101,JonBuc1,0,391.5,G Scottie Scheffler G Viktor Hovland G Davis Riley G Keegan Bradley G Adam Scott G Sahith Theegala,,Russell Henley,G,16.67%,34.5
14,3315415980,re_wcb,0,374.5,G Scottie Scheffler G Sam Burns G Joohyung Kim G Tyrrell Hatton G Aaron Wise G Scott Stallings,,Cameron Young,G,16.67%,72.5
15,3317347495,garciar15,0,371.5,G Rory McIlroy G Xander Schauffele G Joaquin Niemann G Cameron Davis G Troy Merritt G Chesson Hadley,,Joaquin Niemann,G,16.67%,86
16,3315935216,AndyRue5,0,370.5,G Scottie Scheffler G Matt Fitzpatrick G Max Homa G Chris Kirk G Keith Mitchell G Troy Merritt,,Matt Fitzpatrick,G,16.67%,92.5
17,3315715180,gapfaff,0,359,G Rory McIlroy G Billy Horschel G Joaquin Niemann G Russell Henley G Adam Scott G Sahith Theegala,,Justin Thomas,G,11.11%,81.5
,3315715180,Syvretzky,0,394.5,G Rory McIlroy G Billy Horschel G Joaquin Niemann G Russell Henley G Adam Scott G Sahith Theegala,,,,,
18,3315396441,Jph315,0,238,G Rory McIlroy G Jordan Spieth G Tyrrell Hatton G Taylor Pendrith G Webb Simpson G Justin Rose,,Jordan Spieth,G,11.11%,23.5
,,,,,,,Tyrrell Hatton,G,11.11%,79.5
,,,,,,,Aaron Wise,G,11.11%,75
,,,,,,,Scott Stallings,G,11.11%,33.5
,,,,,,,Tony Finau,G,11.11%,97.5
,,,,,,,Billy Horschel,G,11.11%,31.5
,,,,,,,Adam Scott,G,11.11%,96.5
,,,,,,,Keith Mitchell,G,11.11%,71.5
,,,,,,,Troy Merritt,G,11.11%,86
,,,,,,,Cameron Smith,G,11.11%,86
,,,,,,,Chesson Hadley,G,11.11%,27
,,,,,,,Shane Lowry,G,11.11%,72
,,,,,,,Davis Riley,G,11.11%,67
,,,,,,,Webb Simpson,G,5.56%,23
,,,,,,,Justin Rose,G,5.56%,20.5
,,,,,,,Stewart Cink,G,5.56%,12.5
,,,,,,,Chris Kirk,G,5.56%,20
,,,,,,,Patrick Rodgers,G,5.56%,28
,,,,,,,Adam Hadwin,G,5.56%,43.5
,,,,,,,Mito Pereira,G,5.56%,72.5
,,,,,,,Keegan Bradley,G,5.56%,34
,,,,,,,Xander Schauffele,G,5.56%,60.5
,,,,,,,Cameron Davis,G,5.56%,81
,,,,,,,Adam Long,G,5.56%,20
,,,,,,,Sebastian Munoz,G,5.56%,64
,,,,,,,J.T. Poston,G,5.56%,77.5
,,,,,,,Patrick Cantlay,G,5.56%,60
,,,,,,,Emiliano Grillo,G,5.56%,73
,,,,,,,Matt Kuchar,G,5.56%,27.5
,,,,,,,Christiaan Bezuidenhout,G,5.56%,66
,,,,,,,Jason Day,G,5.56%,32.5
